item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
IOQM-2023-Q18,2023,18,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,HBCSE_LINKED_MTAI,HBCSE_LINKED_MTAI_EMBEDDED_KEY,3,71,COMB,IOQM-G9-COMB-05,GEO,extremal diagonals;outer one-crossing,,,,,,true,CLEAN_VALIDATED,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,true,SECOND_PASS_STEM_REVIEWED,MEDIUM,independently verified
IOQM-2023-Q27,2023,27,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,HBCSE_LINKED_MTAI,HBCSE_LINKED_MTAI_EMBEDDED_KEY,5,91,COMB,IOQM-G9-COMB-05,,extremal complement;balanced quadruples,,,,,,false,CLEAN_VALIDATED,HISTORICAL_VALIDATED_PYQ,CANONICAL_SOURCE_LINKED_PYQ,SOURCE_LEDGER_AND_MECHANISM_ANALYSIS,,,,,true,SECOND_PASS_STEM_REVIEWED,MEDIUM,independently verified
COMB05-REC-01,,,,,,,,ROUTE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-02,,,,,,,,ROUTE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-03,,,,,,,,ROUTE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-04,,,,,,,,ROUTE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-05,,,,,,,,ROUTE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-06,,,,,,,,ROUTE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-07,,,,,,,,ROUTE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-08,,,,,,,,ROUTE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-09,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-10,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-11,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-REC-12,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-01,,,,,,,,5,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-02,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-03,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-04,,,,,,,,4,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-05,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-06,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-07,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-08,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-09,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-10,,,,,,,,STRUCTURE,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-11,,,,,,,,COMPARISON,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-12,,,,,,,,CONTRADICTION,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_FOUNDATION,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-13,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-14,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-15,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-16,,,,,,,,91,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-17,,,,,,,,EXPLANATION,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-18,,,,,,,,EXPLANATION,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-19,,,,,,,,EXPLANATION,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-PT-20,,,,,,,,EXPLANATION,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_TRANSFER,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
COMB05-M-01,,,,,,,,PROOF,COMB,IOQM-G9-COMB-05,,pigeonhole/extremal,,,,,,,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_MASTERY,STUDENT_PRACTICE,TEACHER_DIAGNOSTIC,,,,,true,SECOND_PASS_REVIEWED,HIGH,
