item_id,source_year,source_question_number,source_paper_url,source_key_url,source_authority,key_status,question_mark_value,official_answer,primary_domain,main_topic_id,secondary_domains,mechanisms,visible_clues,hidden_invariant,first_move,prerequisites,decision_boundaries,figure_required,source_integrity_status,provenance,student_use_disposition,teacher_use_disposition,recognition_difficulty,representation_difficulty,execution_difficulty,transfer_difficulty,answer_verified_independently,classification_review_status,classification_confidence,notes
IOQM-2025-Q06,2025,6,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/en.M1.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/10/final-key-7th-September.pdf,HBCSE_OFFICIAL,FINAL_OFFICIAL,2,15,NT,IOQM-G9-NT-03,,perfect squares;perfect cubes;difference of squares,ages in two years are squares; future cube,fixed difference 13 between squares,write u^2-v^2=13,G9_CORE integer arithmetic,perfect-power recognition vs generic Diophantine,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,SOURCE_LINKED_ANCHOR,SOURCE_LEDGER_AND_INDEPENDENT_TRACE,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,FRESH_TOPIC_AUDIT_PASS,HIGH,Independent answer 15.
IOQM-2024-Q01,2024,1,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,2,11,NT,IOQM-G9-NT-03,NT,prime exponents;factorial valuation,smallest integer not dividing 9!,prime-exponent capacity of factorial,compare valuations / test first candidate beyond capacity,NT-01 divisibility meaning,divisibility check vs exponent structure,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,SOURCE_LINKED_ANCHOR,SOURCE_LEDGER_AND_INDEPENDENT_TRACE,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,FRESH_TOPIC_AUDIT_PASS,HIGH,Independent answer 11.
IOQM-2024-Q25,2024,25,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,5,22,NT,IOQM-G9-NT-03,ALG,perfect squares;extremal reserve,distinct squares plus 92; averages 85 and 84,averages fix seven-square sum 588,solve cardinality then reserve minimum smaller squares,G9_CORE averages; squares,raw search vs extremal square reserve,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,SOURCE_LINKED_ANCHOR,SOURCE_LEDGER_AND_INDEPENDENT_TRACE,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,FRESH_TOPIC_AUDIT_PASS,HIGH,Independent maximum root 22.
IOQM-2024-Q28,2024,28,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,5,20,NT,IOQM-G9-NT-03,ALG,squarefree structure;factorisation,expression not divisible by any prime square,squarefree means all prime exponents <=1,factor expression and test square factors,FTA/exponent vectors,squarefree vs merely nonsquare,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,SOURCE_LINKED_ANCHOR,SOURCE_LEDGER_AND_INDEPENDENT_TRACE,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,FRESH_TOPIC_AUDIT_PASS,HIGH,Independent prime-factor audit n=20..29; answer 20.
IOQM-2024-Q29,2024,29,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm-2024-english.pdf,https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/04/ioqm2024-answerkey.pdf,HBCSE_OFFICIAL,OFFICIAL_HBCSE_KEY,5,28,NT,IOQM-G9-NT-03,,divisor count;divisor pairing,divisors of n^2 below n not dividing n,divisors pair around sqrt(n^2)=n,"count tau(n^2), halve, subtract proper divisors of n",divisor counting,enumeration vs symmetry count,false,CLEAN_OFFICIAL,HISTORICAL_VALIDATED_PYQ,SOURCE_LINKED_ANCHOR,SOURCE_LEDGER_AND_INDEPENDENT_TRACE,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,FRESH_TOPIC_AUDIT_PASS,HIGH,n=2^19*3^12; M=228 -> 28.
IOQM-2023-Q01,2023,1,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,HBCSE_LINKED_MTAI,HBCSE_LINKED_MTAI_EMBEDDED_KEY,2,22,NT,IOQM-G9-NT-03,ALG,perfect squares;interval counting,integer square roots in a moving interval,integers among roots correspond exactly to perfect squares,count squares by integer-sqrt endpoints,G9_CORE squares,radical counting vs square counting,false,CLEAN_VALIDATED,HISTORICAL_VALIDATED_PYQ,SOURCE_LINKED_ANCHOR,SOURCE_LEDGER_AND_INDEPENDENT_TRACE,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,FRESH_TOPIC_AUDIT_PASS,HIGH,"max 29, min 7 -> 22."
IOQM-2023-Q09,2023,9,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,HBCSE_LINKED_MTAI,HBCSE_LINKED_MTAI_EMBEDDED_KEY,2,17,NT,IOQM-G9-NT-03,,prime factorisation;squarefree structure,ab prime; bc product of two primes; abc squarefree <=30,ab prime forces one factor 1,"split on which of a,b is 1",FTA; squarefree,triple brute force vs structural forcing,false,CLEAN_VALIDATED,HISTORICAL_VALIDATED_PYQ,SOURCE_LINKED_ANCHOR,SOURCE_LEDGER_AND_INDEPENDENT_TRACE,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,FRESH_TOPIC_AUDIT_PASS,HIGH,14+3=17.
IOQM-2023-Q30,2023,30,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,https://www.mtai.org.in/wp-content/uploads/2023/09/IOQM_Sep_2023_Question-paper-with-answer-key.pdf,HBCSE_LINKED_MTAI,HBCSE_LINKED_MTAI_EMBEDDED_KEY,5,18,NT,IOQM-G9-NT-03,ALG,divisor parity;perfect squares,parity of cumulative divisor count,d(i) odd iff i square,replace d(i) mod2 by square indicator,divisor parity theorem,compute divisors vs parity compression,false,CLEAN_VALIDATED,HISTORICAL_VALIDATED_PYQ,SOURCE_LINKED_ANCHOR,SOURCE_LEDGER_AND_INDEPENDENT_TRACE,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,FRESH_TOPIC_AUDIT_PASS,HIGH,r=990; digit sum 18.
NT03-LAB-001,,,,,,,,,NT,IOQM-G9-NT-03,,prime-exponent structure,,,,,,false,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_FIRST_LINE_LAB,KEYED_DIAGNOSTIC,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,LEAD_STATIC_REVIEW_PASS,HIGH,Independent answer/check: 4*3*2=24
NT03-LAB-002,,,,,,,,,NT,IOQM-G9-NT-03,,prime-exponent structure,,,,,,false,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_FIRST_LINE_LAB,KEYED_DIAGNOSTIC,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,LEAD_STATIC_REVIEW_PASS,HIGH,Independent answer/check: 756=2^2*3^3*7; multiply by 21
NT03-LAB-003,,,,,,,,,NT,IOQM-G9-NT-03,,prime-exponent structure,,,,,,false,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_FIRST_LINE_LAB,KEYED_DIAGNOSTIC,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,LEAD_STATIC_REVIEW_PASS,HIGH,"Independent answer/check: gcd(18,12,6)=6"
NT03-LAB-004,,,,,,,,,NT,IOQM-G9-NT-03,,prime-exponent structure,,,,,,false,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_FIRST_LINE_LAB,KEYED_DIAGNOSTIC,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,LEAD_STATIC_REVIEW_PASS,HIGH,Independent answer/check: odd because 1764=42^2
NT03-LAB-005,,,,,,,,,NT,IOQM-G9-NT-03,,prime-exponent structure,,,,,,false,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_FIRST_LINE_LAB,KEYED_DIAGNOSTIC,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,LEAD_STATIC_REVIEW_PASS,HIGH,Independent answer/check: 16+5+1=22
NT03-LAB-006,,,,,,,,,NT,IOQM-G9-NT-03,,prime-exponent structure,,,,,,false,CLEAN_AUTHOR_CREATED,AUTHOR_CREATED_RECOGNITION,STUDENT_FIRST_LINE_LAB,KEYED_DIAGNOSTIC,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,true,LEAD_STATIC_REVIEW_PASS,HIGH,Independent answer/check: whole prime-power blocks
